项目,文件名,日期,原文件名,大小,描述,置信度,时长秒,分辨率,帧率,有无音轨,重复于,可用起点秒,可用终点秒,功能位,画质等级,画面元素,镜头特征,工序阶段,脱敏风险,缩略图路径,标注执行者,标注日期,复核状态
化工群,化工_纯碱沟槽_260624_005.jpg,260624,ddda24e03ae96755cd69b33ccff77308.jpg,207218,纯碱沟槽,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260801_007.jpg,260801,df694c0b3190ec2a0e09d23653d26ca6.jpg,876873,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_检查井盖板_260808_013.jpg,260808,df990b391fa9bcf1cd3be89f3bdea3cf.jpg,558046,检查井盖板,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_氯化铵2号_260628_002.jpg,260628,dfb3e466e31f3fc58464855e331c1cf3.jpg,212799,氯化铵2号,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260726_011.jpg,260726,e00c4043622159b35b59fead407566b7.jpg,1177015,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_氯化铵4# 9#污水池_260714_003.jpg,260714,e02dd4ba77aaf0ed38333cd1deb05f72.jpg,565865,氯化铵4# 9#污水池,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260709_008.jpg,260709,e038c0a6211a7603cddbba171a34a50b.jpg,858070,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260717_040.jpg,260717,e04b0b74eab834bab7a0b62d32416339.jpg,444771,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260714_022.jpg,260714,e04b7c91721ec8d12c70f7be99780567.jpg,646198,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260626_010.jpg,260626,e050e3731bd3274faec2679231dd85d9.jpg,427173,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260713_007.jpg,260713,e08d78ba39f377d34480d1c8b05894cb.jpg,719959,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260611_020.jpg,260611,e0c4a11056813daea6b84d02a6f02a12.jpg,176033,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260602_009.jpg,260602,e0f050bc52614907520d0eb2589c8859.jpg,487360,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_纯碱沟槽_260626_004.jpg,260626,e1a89e37c5de67391e2c7717710bfc99.jpg,513913,纯碱沟槽,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260615_017.jpg,260615,e1cc79f6543fb1477fabef1f5e38b74b.jpg,268600,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260618_015.png,260618,e1dc8ea437a41aed61f9383a9a3a76a8.png,14045,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260801_008.jpg,260801,e1df533789ecf836890deed0fe5bbd4a.jpg,663040,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260801_009.jpg,260801,e1fc94e271bad3988aa6276588ea9f3d.jpg,911737,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260629_010.jpg,260629,e253118ddcc83c597e40489023b21b72.jpg,531585,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260726_012.jpg,260726,e2b16aeffee12e793887d938f09d8e84.jpg,642691,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260531_010.jpg,260531,e3383c9d637d24fa4b861f353178b21c.jpg,476183,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_纯碱3号池子_260626_005.jpg,260626,e34390c1b4d6e2f72ce285ebe89f9715.jpg,516752,纯碱3号池子,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260618_016.jpg,260618,e38488e507623d9e405e38ae4509c15f.jpg,388027,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260612_015.jpg,260612,e3cd666f97d4594a8617dea4d48479e7.jpg,1215419,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260628_015.jpg,260628,e46701a7e07b18cf4abc639f97368a7c.jpg,480896,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260703_027.jpg,260703,e4dce6ea4418b670a38638d281cad52d.jpg,489470,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260714_023.jpg,260714,e51e795c1311744110d90a3ebf524a2c.jpg,333476,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260604_013.jpg,260604,e53159282828cbafcec3927d62c277fb.jpg,831675,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260711_013.jpg,260711,e5e00422991ef0a74c5fbadc07e8a7a4.jpg,223707,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260717_041.jpg,260717,e6014b198ce2608116a55baebcf93464.jpg,1092048,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260716_026.jpg,260716,e6304b960b2db013ff52f6bcd944c197.jpg,643204,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260726_013.jpg,260726,e6512cde37917466bfbde3fce4328803.jpg,627759,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_检查井盖板_260808_014.jpg,260808,e670e88112b1992766fd47a6f23d18d8.jpg,495590,检查井盖板,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260627_007.jpg,260627,e6a73b80570b738b66f94e043b5dc419.jpg,522335,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260618_017.jpg,260618,e6aedbe553488f4d44cc21c862feadc3.jpg,391243,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260611_021.jpg,260611,e6cda1be0847ae5bebca9378584e66ce.jpg,501911,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260725_013.jpg,260725,e6d5ffdd45b2b6f2614ca5b42a33e566.jpg,608995,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260611_022.jpg,260611,e6e94733758511cc70892aaaaebcdf67.jpg,287349,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260625_020.jpg,260625,e6fd26c7b9cf0a0b68b2a972c8465a59.jpg,393175,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260620_012.jpg,260620,e718e433bb929adfba91f61cad612216.jpg,826875,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260604_014.jpg,260604,e726d4caefb6ddfa026246928dcfee3f.jpg,3155001,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260612_016.jpg,260612,e75fbafaea91d5b5836f08b3820da53d.jpg,491645,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260706_007.jpg,260706,e773c6b17f2a1c7f60a9249213ab1c56.jpg,477144,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260605_011.jpg,260605,e7abbe0328e6dab7fe1e6c13cff71c3e.jpg,3224953,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260717_042.jpg,260717,e81758f2dff249d641ed5b86c48ab2c7.jpg,646634,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260705_014.jpg,260705,e825863fe1d4b4fa519933168cf5a8cc.jpg,374678,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_检查井盖板_260808_015.jpg,260808,e8b8fcae4e58992935802e285bf11363.jpg,526692,检查井盖板,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260609_011.jpg,260609,e9c20ec92e80e410a071b535f6a3875f.jpg,267527,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260717_043.jpg,260717,e9ee569adb806616f8d924894d2b2c84.jpg,539378,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260613_024.jpg,260613,ea5c470b963f935ec3fab69f746d2b29.jpg,486067,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_纯碱混凝土沟槽_260808_003.jpg,260808,ea6c096fa592bc275f389415f0596444.jpg,268406,纯碱混凝土沟槽,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260621_007.jpg,260621,ea7511cee7f34596ff5da870b9004450.jpg,312464,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260717_044.jpg,260717,ea78d91890d28bf3df765908a89cd31e.jpg,807687,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260704_014.jpg,260704,ea98c5f0cbc76f027e6e2e980acb2fa1.jpg,467094,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260715_023.jpg,260715,ebff08b2e5104ec21e8fb03296958252.jpg,652667,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260618_018.jpg,260618,ec35cb5981e43bbf1f488d08f180f196.jpg,366635,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260713_008.jpg,260713,ec5d5a3a09b8388ec0172afad58f504c.jpg,1247644,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260807_009.jpg,260807,ec9127f205daf08011c9298357aba582.jpg,1107555,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_纯碱2356盖板_260808_003.jpg,260808,ed10b3fa8aae61c428d116d29f756727.jpg,421937,纯碱2356盖板,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260725_014.jpg,260725,ed163ce2fb8ebd0cc84bd87b24263a49.jpg,232174,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260618_019.jpg,260618,ed9faab53f661037698f626c9eb3ba81.jpg,624696,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260630_011.jpg,260630,edfde3cb3e7a7a41790d7f48fb24f104.jpg,307111,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260618_020.jpg,260618,ee6b8be3506a229362e29913c3b92fd8.jpg,446290,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260714_024.jpg,260714,ee79f2647495843e6418c954bfa13a6c.jpg,617278,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260610_018.jpg,260610,eebca6a0daee2b2a9640256ff6b2d42d.jpg,470317,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260614_023.jpg,260614,ef78e192f3fa601f5a4462d912e46726.jpg,332218,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260806_004.jpg,260806,ef9e139d153816378c416399335d4cd0.jpg,453572,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260608_015.jpg,260608,f0275a9799c707e8c4bbe54ca7cec690.jpg,369299,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260630_012.png,260630,f02d40ae07fafb1c1b5b80f735b8c254.png,20398,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260616_008.jpg,260616,f055a0d1037791acfe142907f2aec2f8.jpg,1293344,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260713_009.jpg,260713,f0ce892d2a746395a840319ce504b454.jpg,1121458,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260611_023.jpg,260611,f0e1cc97bfcca14feed74ac5d414c46d.jpg,483780,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260717_045.jpg,260717,f0eb6c1323566fbe48b5193a58645e56.jpg,721445,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260708_017.jpg,260708,f121635331be06760629011ab84acda6.jpg,1567948,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260613_025.jpg,260613,f1482ee110c348ac02086e3283fb344a.jpg,373524,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260602_010.jpg,260602,f1a4af173339e5d495984e87de79b711.jpg,534084,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260627_008.png,260627,f21fca2662a3950e5415ce1fd10417ba.png,21720,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260629_011.jpg,260629,f23db1a56a58eea0cab98e621b0078a7.jpg,402277,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260715_024.jpg,260715,f23ea3387582768f474bbd84d94d9597.jpg,698630,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260617_018.jpg,260617,f2d41f44b1cd2262dc38151613472251.jpg,299891,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260717_046.jpg,260717,f362a192da76b5943693c5e7ac76c7e0.jpg,633405,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260706_008.jpg,260706,f38f834d643769513ec8cd3a365ebe9e.jpg,411984,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260808_006.jpg,260808,f4035c895aaba28ee7be377c5ed7fcb9.jpg,355959,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260817_004.jpg,260817,f4680bcfff3f4db93a44a610f00a751d.jpg,484362,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260529_004.jpg,260529,f5b87e883e3924d5465e8811115f20d9.jpg,700971,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_检查井盖板_260808_016.jpg,260808,f5c1884a0f1ecf9090e6e8c0896fae17.jpg,398582,检查井盖板,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260708_018.jpg,260708,f60de588e06afd715a3c4330958c7165.jpg,1419540,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_氯化铵4-6号污水池、应急污水池盖板验收_260818_006.jpg,260818,f6672b50d0246dcb472d23bd03f82bb7.jpg,406463,氯化铵4-6号污水池、应急污水池盖板验收,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260605_012.jpg,260605,f6f53536c41ca10fd499d32bb8eb7f86.jpg,807854,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260707_013.jpg,260707,f801dcf282696ab54c0e9e25576a31ea.jpg,399565,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260612_017.jpg,260612,f811754fc967f4dfd5dc08398ae5d7bc.jpg,1320025,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260614_024.jpg,260614,f817f7f75cd693448e5139d080fcffcd.jpg,365398,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260530_015.jpg,260530,f8333dd60817bbb94330a7db0fafa00e.jpg,361921,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260717_047.jpg,260717,f83551d49ad3cd2eeffc84ee27f5d640.jpg,845744,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260601_019.jpg,260601,f8592a655ffe3de2a5b9c4ea91fc39fc.jpg,780161,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_验收_260703_011.jpg,260703,f869bb962de3eb45e70aa1b64a0e5b36.jpg,535564,验收,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260703_028.jpg,260703,f89ce2076b98a56a5b9a912428ba9d3e.jpg,393750,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260618_021.jpg,260618,f8aa77b4f9a29d0df9bbfd565ae67000.jpg,9800877,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260611_024.jpg,260611,f8b12751ec6b72c85e1b9570e860a85d.jpg,526055,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260625_021.jpg,260625,f8b6df6295902b401d355ffa13a6e241.jpg,365332,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_检查井盖板_260808_017.jpg,260808,f9d5f4083a13b2ed5d44fb70df83015a.jpg,434502,检查井盖板,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_氯化铵1号池子_260626_004.jpg,260626,f9ee453357d6f7512aeb61e6cd36693c.jpg,510084,氯化铵1号池子,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260714_025.jpg,260714,fa02ece766043338624b20363c5f0e8c.jpg,631320,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260724_010.jpg,260724,fa5f1a69e95c27bb3b2e5cbd1135590e.jpg,361913,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260717_048.jpg,260717,fa613f94d79c70fe43cef763e7411540.jpg,871773,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260531_011.jpg,260531,fa66e67441314885c2a8d65c139dfea8.jpg,772418,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260618_022.jpg,260618,fa93d49874618b51525bf78d8b750b98.jpg,9985704,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_氯化铵沟槽_260627_009.jpg,260627,fafab5cbd1a7cf11f191c8cba35fa8d2.jpg,354616,氯化铵沟槽,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260611_025.jpg,260611,fb0fce40ce53e2c2366656895bce7f2c.jpg,464728,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260724_011.jpg,260724,fb4b6ebc17f4379f721fd8bc6f317fcb.jpg,312143,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260723_010.jpg,260723,fb53f6a3adc88d3dd5c7d6a7963edfb1.jpg,617998,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260606_009.jpg,260606,fb5713ae88bdff463928ea28df9e28d6.jpg,432064,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260717_049.jpg,260717,fb9d2318cb582c05a5e11919f677429c.jpg,824034,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260614_025.jpg,260614,fc475b32088c8e4e811002bbe841d736.jpg,344756,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_检查井盖板_260808_018.jpg,260808,fc67742704220576e0eac4f0a6939247.jpg,529888,检查井盖板,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260714_026.jpg,260714,fc7a968424410ca3b1bddfd6ac77478c.jpg,365187,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260618_023.jpg,260618,fc81fe977c9e5609506d936678928a25.jpg,487287,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260624_011.jpg,260624,fd125336ff797bd5be96e12ff279b635.jpg,404611,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260719_003.jpg,260719,fd14102fc7afb298d59872d1be80390c.jpg,660253,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260609_012.jpg,260609,fd46fe795fac7977037b1110c76edd35.jpg,349753,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_纯碱车间2#污水池沟槽_260708_003.jpg,260708,fd5d82a0942731f98780f48aee271bb4.jpg,624549,纯碱车间2#污水池沟槽,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260710_013.jpg,260710,fd6ef15d8c8889a99927c877bab0f645.jpg,345104,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_纯碱车间2#污水池沟槽_260708_004.jpg,260708,fd729f0247c2cf0aecde6515d03d4fbc.jpg,511737,纯碱车间2#污水池沟槽,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_氯化铵13 14#污水池_260730_003.jpg,260730,fd823d778ec14c5a7f0567255c74c3e7.jpg,522847,氯化铵13 14#污水池,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260803_016.jpg,260803,fe2410812ef9498b3fea9c55d2ca29b3.jpg,619422,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260605_013.jpg,260605,fec89984545e82453d7f7e750b5d5d79.jpg,716133,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260714_027.jpg,260714,fef25ba451795724e702cf59b3ccc972.jpg,560854,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260701_013.jpg,260701,ff03623d554708b277249e4eeda7320e.jpg,367783,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260622_012.jpg,260622,ff991bc5ca386e85a71cee705dc1e744.jpg,480485,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260630_013.jpg,260630,fffaf8eca4acf2b06eccc567c7431743.jpg,1701332,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260718_002.jpg,260718,微信图片_20260721135622_1055_149.jpg,617991,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260718_003.jpg,260718,微信图片_20260721135623_1056_149.jpg,1236259,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260718_004.jpg,260718,微信图片_20260721135624_1057_149.jpg,944302,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260718_005.jpg,260718,微信图片_20260721135625_1058_149.jpg,1275422,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260718_006.jpg,260718,微信图片_20260721135625_1059_149.jpg,439870,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260718_007.jpg,260718,微信图片_20260721135626_1060_149.jpg,748385,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260718_008.jpg,260718,微信图片_20260721135627_1061_149.jpg,1171805,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260718_009.jpg,260718,微信图片_20260721135628_1062_149.jpg,819794,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260718_010.jpg,260718,微信图片_20260721135629_1063_149.jpg,1076821,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260718_011.jpg,260718,微信图片_20260721135630_1064_149.jpg,1209716,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260718_012.jpg,260718,微信图片_20260721135631_1065_149.jpg,1081626,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260718_013.jpg,260718,微信图片_20260721135632_1066_149.jpg,11314093,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260718_014.jpg,260718,微信图片_20260721135633_1067_149.jpg,1168491,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260718_015.jpg,260718,微信图片_20260721135633_1068_149.jpg,1153395,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260718_016.jpg,260718,微信图片_20260721135634_1069_149.jpg,996642,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260718_017.jpg,260718,微信图片_20260721135635_1070_149.jpg,601713,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260718_018.jpg,260718,微信图片_20260721135636_1071_149.jpg,718447,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260719_004.jpg,260719,微信图片_20260721140023_1076_149.jpg,798583,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260719_005.jpg,260719,微信图片_20260721140024_1077_149.jpg,669248,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260719_006.jpg,260719,微信图片_20260721140026_1078_149.jpg,898212,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260719_007.jpg,260719,微信图片_20260721140032_1079_149.jpg,653594,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260719_008.jpg,260719,微信图片_20260721140033_1080_149.jpg,718759,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260719_009.jpg,260719,微信图片_20260721140034_1081_149.jpg,810278,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
